i,j,y,t,l,k,alpha,psi,cat_control,cts_control
260,175,8.009101457,1,4,9,1.934843132,1.335177736,0,0.994653072
260,175,4.451451279,2,4,9,1.934843132,1.335177736,0,0.057434015
260,175,3.689420543,3,4,9,1.934843132,1.335177736,1,0.781428259
260,175,4.791056442,4,4,9,1.934843132,1.335177736,0,0.484856038
261,117,3.468023967,0,2,7,0,0.604585347,0,0.030022447
261,117,1.20009354,1,2,7,0,0.604585347,0,0.35757225
261,117,-1.280974543,2,2,7,0,0.604585347,0,0.891804431
261,117,1.725151446,3,2,7,0,0.604585347,1,0.458766423
261,117,-0.862097449,4,2,7,0,0.604585347,1,0.825236921
262,78,-0.039071482,0,2,2,0,-0.604585347,0,0.16942112
262,78,-2.035574133,1,2,2,0,-0.604585347,1,0.031254735
262,78,4.852876071,2,2,2,0,-0.604585347,1,0.466444253
262,78,0.192632109,3,2,2,0,-0.604585347,0,0.86545441
262,78,1.405882303,4,2,2,0,-0.604585347,1,0.710127049
263,57,-1.633651422,0,0,1,-1.934843132,-0.908457869,0,0.682239494
263,83,-3.730360223,1,0,3,-1.934843132,-0.348755696,0,0.294031529
263,83,-2.447874085,2,0,3,-1.934843132,-0.348755696,1,0.928427589
263,83,-2.166606088,3,0,3,-1.934843132,-0.348755696,1,0.297097309
263,83,-1.076535975,4,0,3,-1.934843132,-0.348755696,1,0.928036554
264,11,-4.941515545,0,2,0,0,-1.335177736,0,0.312263098
264,11,-1.893685957,1,2,0,0,-1.335177736,0,0.927079415
264,11,-3.780937982,2,2,0,0,-1.335177736,0,0.253453231
264,11,1.268964055,3,2,0,0,-1.335177736,1,0.378287795
264,11,-4.449809502,4,2,0,0,-1.335177736,1,0.529928077
265,137,2.442083967,0,4,8,1.934843132,0.908457869,0,0.968130913
265,137,2.916474167,1,4,8,1.934843132,0.908457869,0,0.390285805
265,137,2.926572837,2,4,8,1.934843132,0.908457869,1,0.189672368
265,137,1.076402711,3,4,8,1.934843132,0.908457869,0,0.280488861
265,137,1.450989861,4,4,8,1.934843132,0.908457869,0,0.545907181
266,105,-1.790899249,0,3,5,0.861454599,0.114185294,0,0.234857597
266,105,2.595217064,1,3,5,0.861454599,0.114185294,0,0.886262334
266,105,1.409486356,2,3,5,0.861454599,0.114185294,0,0.925882407
266,105,1.102290242,3,3,5,0.861454599,0.114185294,1,0.972637325
266,105,4.332061493,4,3,5,0.861454599,0.114185294,1,0.182393999
267,141,3.149078538,0,3,8,0.861454599,0.908457869,1,0.606253291
267,141,0.756534465,1,3,8,0.861454599,0.908457869,1,0.432414657
267,141,1.705596641,2,3,8,0.861454599,0.908457869,0,0.79677492
267,141,5.90622117,3,3,8,0.861454599,0.908457869,0,0.003984284
267,141,3.085918137,4,3,8,0.861454599,0.908457869,1,0.040926108
268,74,1.630999505,0,1,2,-0.861454599,-0.604585347,1,0.674498512
268,74,0.802850684,1,1,2,-0.861454599,-0.604585347,1,0.745177403
268,74,4.922540121,2,1,2,-0.861454599,-0.604585347,1,0.956606209
268,74,0.510211778,3,1,2,-0.861454599,-0.604585347,0,0.757171339
268,74,1.624072774,4,1,2,-0.861454599,-0.604585347,0,0.515674775
269,90,-7.318646617,0,0,3,-1.934843132,-0.348755696,1,0.946855736
269,90,0.515422047,1,0,3,-1.934843132,-0.348755696,0,0.086520598
269,90,-5.604990976,2,0,3,-1.934843132,-0.348755696,1,0.704044447
269,90,-3.907822051,3,0,3,-1.934843132,-0.348755696,0,0.680337929
269,90,-0.057774354,4,0,3,-1.934843132,-0.348755696,0,0.495874531
270,162,2.375649489,0,4,9,1.934843132,1.335177736,0,0.079191407
270,162,0.545769078,1,4,9,1.934843132,1.335177736,1,0.692227901
270,162,2.399194146,2,4,9,1.934843132,1.335177736,1,0.550428331
270,162,3.637783643,3,4,9,1.934843132,1.335177736,0,0.701882185
270,162,2.077815906,4,4,9,1.934843132,1.335177736,1,0.735950291
271,195,2.5830317,0,4,9,1.934843132,1.335177736,0,0.164561423
271,195,3.872641401,1,4,9,1.934843132,1.335177736,0,0.420429794
271,195,1.7471813,2,4,9,1.934843132,1.335177736,1,0.233605272
271,195,0.820074493,3,4,9,1.934843132,1.335177736,1,0.19052762
271,195,4.629698205,4,4,9,1.934843132,1.335177736,0,0.890466436
272,133,2.284989342,0,4,8,1.934843132,0.908457869,0,0.436143791
272,133,2.739142059,1,4,8,1.934843132,0.908457869,1,0.500109889
272,133,-0.626954055,2,4,8,1.934843132,0.908457869,0,0.980744066
272,176,3.85261009,3,4,9,1.934843132,1.335177736,1,0.672085239
272,176,-0.444845589,4,4,9,1.934843132,1.335177736,0,0.485100121
273,85,-3.749228816,0,1,3,-0.861454599,-0.348755696,1,0.998766453
273,85,0.811327509,1,1,3,-0.861454599,-0.348755696,1,0.238114827
273,85,-4.948688864,2,1,3,-0.861454599,-0.348755696,0,0.206263287
273,85,0.201633242,3,1,3,-0.861454599,-0.348755696,0,0.033300288
273,85,-4.213799086,4,1,3,-0.861454599,-0.348755696,0,0.056975965
274,132,2.091427307,0,2,8,0,0.908457869,1,0.514089563
274,132,0.565116523,1,2,8,0,0.908457869,1,0.743977006
274,132,-1.813517615,2,2,8,0,0.908457869,1,0.35779823
274,132,0.680771579,3,2,8,0,0.908457869,1,0.284330979
274,132,5.702341625,4,2,8,0,0.908457869,1,0.560482666
275,118,1.455821093,0,3,7,0.861454599,0.604585347,0,0.771939988
275,118,-0.352668093,1,3,7,0.861454599,0.604585347,1,0.153181773
275,118,0.304893104,2,3,7,0.861454599,0.604585347,0,0.33362775
275,118,-0.733906784,3,3,7,0.861454599,0.604585347,0,0.721632847
275,118,-0.829836569,4,3,7,0.861454599,0.604585347,0,0.483653116
276,102,0.021624932,0,2,5,0,0.114185294,0,0.959906681
276,102,0.16979313,1,2,5,0,0.114185294,1,0.61102814
276,102,0.368825962,2,2,5,0,0.114185294,0,0.172365674
276,102,-1.911410699,3,2,5,0,0.114185294,0,0.174090335
276,102,-1.928081034,4,2,5,0,0.114185294,0,0.699932574
277,4,-1.330920849,0,0,0,-1.934843132,-1.335177736,0,0.8422323
277,4,-5.667761489,1,0,0,-1.934843132,-1.335177736,1,0.546205298
277,4,-5.204799142,2,0,0,-1.934843132,-1.335177736,0,0.391292978
277,4,-0.455053357,3,0,0,-1.934843132,-1.335177736,1,0.631558209
277,4,-3.972715937,4,0,0,-1.934843132,-1.335177736,1,0.379925943
278,198,2.762185725,0,4,9,1.934843132,1.335177736,1,0.683575293
278,198,2.002245567,1,4,9,1.934843132,1.335177736,1,0.200150974
278,198,4.750632823,2,4,9,1.934843132,1.335177736,0,0.260366462
278,198,3.9563029,3,4,9,1.934843132,1.335177736,0,0.278681998
278,198,2.983711744,4,4,9,1.934843132,1.335177736,1,0.581767198
279,11,-6.722096393,0,0,0,-1.934843132,-1.335177736,0,0.189361149
279,11,-3.059898136,1,0,0,-1.934843132,-1.335177736,0,0.515401785
279,11,-3.224341281,2,0,0,-1.934843132,-1.335177736,1,0.028850514
279,11,-3.29471848,3,0,0,-1.934843132,-1.335177736,0,0.741013438
279,11,-7.941954727,4,0,0,-1.934843132,-1.335177736,1,0.697802018
280,48,-6.182798226,0,0,0,-1.934843132,-1.335177736,1,0.072238049
280,48,-3.604619275,1,0,0,-1.934843132,-1.335177736,0,0.676638919
280,48,-0.377752928,2,0,0,-1.934843132,-1.335177736,1,0.142980368
280,4,-3.68056731,3,0,0,-1.934843132,-1.335177736,0,0.039387519
280,4,-4.6763909,4,0,0,-1.934843132,-1.335177736,1,0.594580676
281,40,-3.164448698,0,0,0,-1.934843132,-1.335177736,0,0.738618257
281,40,-2.671020562,1,0,0,-1.934843132,-1.335177736,1,0.79531
281,40,-6.437809896,2,0,0,-1.934843132,-1.335177736,1,0.304408574
281,40,-2.064895511,3,0,0,-1.934843132,-1.335177736,1,0.635887877
281,40,-6.252908608,4,0,0,-1.934843132,-1.335177736,1,0.954136124
282,15,-3.567720419,0,0,0,-1.934843132,-1.335177736,0,0.551191591
282,33,-2.649920083,1,0,0,-1.934843132,-1.335177736,1,0.252700931
282,33,-2.844899309,2,0,0,-1.934843132,-1.335177736,1,0.678399126
282,33,-5.115957876,3,0,0,-1.934843132,-1.335177736,0,0.293452286
282,33,-5.368065028,4,0,0,-1.934843132,-1.335177736,0,0.338874116
283,50,-1.76085392,0,2,1,0,-0.908457869,1,0.177214624
283,50,-1.436010355,1,2,1,0,-0.908457869,0,0.953027741
283,110,-1.582542791,2,2,6,0,0.348755696,1,0.663199169
283,110,0.50990705,3,2,6,0,0.348755696,1,0.624348101
283,110,4.16581513,4,2,6,0,0.348755696,1,0.571322104
284,65,-3.980188879,0,1,1,-0.861454599,-0.908457869,1,0.387894485
284,65,-3.858548635,1,1,1,-0.861454599,-0.908457869,1,0.323424114
284,65,-6.753086285,2,1,1,-0.861454599,-0.908457869,1,0.766922006
284,65,-3.465354402,3,1,1,-0.861454599,-0.908457869,0,0.015916847
284,65,-1.600951129,4,1,1,-0.861454599,-0.908457869,0,0.43509466
285,141,3.498876106,0,3,8,0.861454599,0.908457869,0,0.855305937
285,141,2.159908403,1,3,8,0.861454599,0.908457869,0,0.814998421
285,103,3.170000282,2,3,5,0.861454599,0.114185294,1,0.604452847
285,103,-0.137189036,3,3,5,0.861454599,0.114185294,0,0.373255083
285,103,-3.265484189,4,3,5,0.861454599,0.114185294,1,0.427980758
286,192,5.209386636,0,4,9,1.934843132,1.335177736,0,0.413384733
286,192,4.866163863,1,4,9,1.934843132,1.335177736,0,0.62963495
286,192,5.058012543,2,4,9,1.934843132,1.335177736,0,0.746574394
286,192,4.764297561,3,4,9,1.934843132,1.335177736,0,0.467973828
286,192,5.089874858,4,4,9,1.934843132,1.335177736,0,0.089679095
287,147,4.071841729,0,3,9,0.861454599,1.335177736,0,0.644649175
287,147,-0.379047258,1,3,9,0.861454599,1.335177736,1,0.855481132
287,147,2.763518939,2,3,9,0.861454599,1.335177736,1,0.312346104
287,147,2.931613537,3,3,9,0.861454599,1.335177736,0,0.167007106
287,147,2.663605217,4,3,9,0.861454599,1.335177736,1,0.699117185
288,132,2.19278234,0,4,8,1.934843132,0.908457869,0,0.336430535
288,132,2.62636882,1,4,8,1.934843132,0.908457869,0,0.993734416
288,132,4.570114954,2,4,8,1.934843132,0.908457869,0,0.973202766
288,132,4.689755631,3,4,8,1.934843132,0.908457869,1,0.334836659
288,132,5.263195884,4,4,8,1.934843132,0.908457869,0,0.669306337
289,34,-1.275709965,0,1,0,-0.861454599,-1.335177736,1,0.627893978
289,34,-2.297181726,1,1,0,-0.861454599,-1.335177736,1,0.247821339
289,34,0.338946252,2,1,0,-0.861454599,-1.335177736,0,0.557499837
289,34,-0.574144743,3,1,0,-0.861454599,-1.335177736,0,0.100977115
289,85,-0.791851226,4,1,3,-0.861454599,-0.348755696,1,0.769796401
290,176,2.347227967,0,4,9,1.934843132,1.335177736,0,0.161988539
290,176,0.114721729,1,4,9,1.934843132,1.335177736,1,0.306299716
290,176,4.822427283,2,4,9,1.934843132,1.335177736,0,0.639439561
290,176,4.620737263,3,4,9,1.934843132,1.335177736,1,0.777817491
290,176,0.976557456,4,4,9,1.934843132,1.335177736,1,0.448870079
291,25,-3.214573944,0,1,0,-0.861454599,-1.335177736,0,0.987489511
291,25,-2.019531275,1,1,0,-0.861454599,-1.335177736,0,0.119345289
291,25,1.912039577,2,1,0,-0.861454599,-1.335177736,1,0.561530689
291,25,0.598525093,3,1,0,-0.861454599,-1.335177736,0,0.643005725
291,25,0.369544043,4,1,0,-0.861454599,-1.335177736,1,0.212601447
292,26,1.197796661,0,0,0,-1.934843132,-1.335177736,1,0.633010333
292,11,-3.365976947,1,0,0,-1.934843132,-1.335177736,0,0.566692006
292,11,-4.42193315,2,0,0,-1.934843132,-1.335177736,0,0.522653274
292,11,-6.179447624,3,0,0,-1.934843132,-1.335177736,0,0.382607282
292,11,-0.738197651,4,0,0,-1.934843132,-1.335177736,1,0.430750586
293,16,-2.139226168,0,1,0,-0.861454599,-1.335177736,0,0.428239618
293,16,-2.225599224,1,1,0,-0.861454599,-1.335177736,0,0.762213959
293,16,-3.226020415,2,1,0,-0.861454599,-1.335177736,1,0.424678991
293,16,-2.950944484,3,1,0,-0.861454599,-1.335177736,0,0.3371158
293,16,-5.527780044,4,1,0,-0.861454599,-1.335177736,0,0.238272307
294,52,-0.567821987,0,1,1,-0.861454599,-0.908457869,1,0.935422373
294,52,-0.64983918,1,1,1,-0.861454599,-0.908457869,1,0.197498039
294,52,-3.784977986,2,1,1,-0.861454599,-0.908457869,0,0.310107408
294,52,-3.047185639,3,1,1,-0.861454599,-0.908457869,0,0.259348659
294,52,-3.147873974,4,1,1,-0.861454599,-0.908457869,1,0.58842144
295,134,1.384691456,0,3,8,0.861454599,0.908457869,1,0.370434144
295,134,4.165870214,1,3,8,0.861454599,0.908457869,0,0.863099114
295,134,0.654679661,2,3,8,0.861454599,0.908457869,1,0.388309217
295,134,0.851735964,3,3,8,0.861454599,0.908457869,1,0.465650313
295,134,-0.2203691,4,3,8,0.861454599,0.908457869,1,0.657506155
296,29,0.201826663,0,0,0,-1.934843132,-1.335177736,0,0.883846178
296,29,-2.412060971,1,0,0,-1.934843132,-1.335177736,0,0.666057981
296,62,-4.494860764,2,0,1,-1.934843132,-0.908457869,1,0.424208859
296,62,-3.57902951,3,0,1,-1.934843132,-0.908457869,1,0.798950272
296,62,-0.871260781,4,0,1,-1.934843132,-0.908457869,0,0.296576583
297,16,-2.348890978,0,0,0,-1.934843132,-1.335177736,0,0.982458556
297,16,-3.93824291,1,0,0,-1.934843132,-1.335177736,1,0.683297824
297,16,-4.467425567,2,0,0,-1.934843132,-1.335177736,0,0.865965917
297,16,-3.399596754,3,0,0,-1.934843132,-1.335177736,0,0.67768212
297,16,-1.338802882,4,0,0,-1.934843132,-1.335177736,0,0.707989673
298,129,-0.113477018,0,3,8,0.861454599,0.908457869,1,0.040932948
298,129,5.368317618,1,3,8,0.861454599,0.908457869,0,0.98095219
298,129,-2.147453436,2,3,8,0.861454599,0.908457869,1,0.713478682
298,129,-0.323188801,3,3,8,0.861454599,0.908457869,0,0.880244833
298,129,2.556855976,4,3,8,0.861454599,0.908457869,1,0.312179948
299,78,1.995077656,0,1,2,-0.861454599,-0.604585347,1,0.323388189
299,32,-2.837568232,1,1,0,-0.861454599,-1.335177736,1,0.003389346
299,32,-3.332238906,2,1,0,-0.861454599,-1.335177736,1,0.852012716
299,32,-0.927462548,3,1,0,-0.861454599,-1.335177736,0,0.140023371
299,32,-2.178646602,4,1,0,-0.861454599,-1.335177736,1,0.750263312
300,58,0.334417309,0,2,1,0,-0.908457869,1,0.915184492
300,58,-1.428344,1,2,1,0,-0.908457869,0,0.304106773
300,58,-3.163141636,2,2,1,0,-0.908457869,1,0.536513786
300,58,-2.697283851,3,2,1,0,-0.908457869,0,0.363315026
300,58,-5.036635268,4,2,1,0,-0.908457869,0,0.885773414
301,68,-2.878853566,0,0,1,-1.934843132,-0.908457869,0,0.114325729
301,68,-5.618605585,1,0,1,-1.934843132,-0.908457869,0,0.590544881
301,68,-5.988731837,2,0,1,-1.934843132,-0.908457869,1,0.216084634
301,68,-1.75551908,3,0,1,-1.934843132,-0.908457869,0,0.429669144
301,68,-2.422632135,4,0,1,-1.934843132,-0.908457869,0,0.835893236
302,112,-4.507175369,0,2,6,0,0.348755696,1,0.176124785
302,112,1.406724344,1,2,6,0,0.348755696,0,0.145485893
302,112,-0.893390515,2,2,6,0,0.348755696,0,0.814850549
302,112,1.842563209,3,2,6,0,0.348755696,0,0.744602955
302,112,-2.072170276,4,2,6,0,0.348755696,1,0.8847416
303,9,-5.334489254,0,0,0,-1.934843132,-1.335177736,0,0.487591479
303,9,-0.969110505,1,0,0,-1.934843132,-1.335177736,1,0.851626894
303,11,-3.23285731,2,0,0,-1.934843132,-1.335177736,1,0.692420396
303,11,-4.248510783,3,0,0,-1.934843132,-1.335177736,0,0.803436712
303,11,-0.550111031,4,0,0,-1.934843132,-1.335177736,0,0.717912176
304,63,-2.250958832,0,0,1,-1.934843132,-0.908457869,0,0.839796173
304,63,-3.788618917,1,0,1,-1.934843132,-0.908457869,1,0.461997983
304,63,-1.889887785,2,0,1,-1.934843132,-0.908457869,1,0.010381558
304,63,-0.47833468,3,0,1,-1.934843132,-0.908457869,0,0.843362817
304,63,-2.44826369,4,0,1,-1.934843132,-0.908457869,0,0.433842774
305,58,-5.189398242,0,0,1,-1.934843132,-0.908457869,1,0.117548566
305,58,-6.87555013,1,0,1,-1.934843132,-0.908457869,1,0.977599543
305,18,-0.084835435,2,0,0,-1.934843132,-1.335177736,1,0.356188952
305,18,-3.035542934,3,0,0,-1.934843132,-1.335177736,1,0.625634587
305,18,3.148061439,4,0,0,-1.934843132,-1.335177736,0,0.696426692
306,123,0.633427544,0,3,7,0.861454599,0.604585347,0,0.310002871
306,123,0.06557397,1,3,7,0.861454599,0.604585347,1,0.572916058
306,127,1.537600691,2,3,7,0.861454599,0.604585347,1,0.331671461
306,127,0.913201289,3,3,7,0.861454599,0.604585347,0,0.185810311
306,127,-0.251376466,4,3,7,0.861454599,0.604585347,1,0.36482796
307,80,-3.070181573,0,1,2,-0.861454599,-0.604585347,1,0.602337507
307,24,3.321807754,1,1,0,-0.861454599,-1.335177736,0,0.686008769
307,65,-0.622980615,2,1,1,-0.861454599,-0.908457869,1,0.439313471
307,65,-1.555874165,3,1,1,-0.861454599,-0.908457869,1,0.711037826
307,92,-1.42921392,4,1,4,-0.861454599,-0.114185294,1,0.178616542
308,36,-2.538386038,0,0,0,-1.934843132,-1.335177736,0,0.692364846
308,36,-2.269713833,1,0,0,-1.934843132,-1.335177736,0,0.03305382
308,36,-4.184525951,2,0,0,-1.934843132,-1.335177736,0,0.75434266
308,36,-4.611569751,3,0,0,-1.934843132,-1.335177736,1,0.658973753
308,36,-0.779284968,4,0,0,-1.934843132,-1.335177736,0,0.958995516
309,143,2.549373707,0,3,8,0.861454599,0.908457869,0,0.999039621
309,111,2.159005896,1,3,6,0.861454599,0.348755696,0,0.72800481
309,111,-0.269131,2,3,6,0.861454599,0.348755696,0,0.768156735
309,111,2.902679006,3,3,6,0.861454599,0.348755696,1,0.277279923
309,111,-2.788813689,4,3,6,0.861454599,0.348755696,1,0.122930612
310,72,-2.068985938,0,1,2,-0.861454599,-0.604585347,0,0.98246072
310,72,1.738858628,1,1,2,-0.861454599,-0.604585347,1,0.227339934
310,54,-2.846680922,2,1,1,-0.861454599,-0.908457869,1,0.053999272
310,54,-5.666963114,3,1,1,-0.861454599,-0.908457869,0,0.790860092
310,54,-1.334543767,4,1,1,-0.861454599,-0.908457869,1,0.069945896
311,149,1.675124496,0,4,9,1.934843132,1.335177736,0,0.847967813
311,149,2.260546076,1,4,9,1.934843132,1.335177736,0,0.105189631
311,149,1.343396376,2,4,9,1.934843132,1.335177736,1,0.47261515
311,149,4.548582294,3,4,9,1.934843132,1.335177736,1,0.963169401
311,185,2.642017607,4,4,9,1.934843132,1.335177736,1,0.310833363
312,53,-3.676246668,0,0,1,-1.934843132,-0.908457869,0,0.178832757
312,53,-4.983736517,1,0,1,-1.934843132,-0.908457869,0,0.313617552
312,53,-2.613655216,2,0,1,-1.934843132,-0.908457869,0,0.690656113
312,8,-2.063873953,3,0,0,-1.934843132,-1.335177736,1,0.53706924
312,8,-7.2012124,4,0,0,-1.934843132,-1.335177736,1,0.845289426
313,124,2.126874203,0,3,7,0.861454599,0.604585347,0,0.315019865
313,124,3.900024568,1,3,7,0.861454599,0.604585347,0,0.127562984
313,124,4.432130815,2,3,7,0.861454599,0.604585347,1,0.78181981
313,124,1.495614748,3,3,7,0.861454599,0.604585347,0,0.65485908
313,124,2.512140342,4,3,7,0.861454599,0.604585347,0,0.727149804
314,99,-0.547950325,0,2,4,0,-0.114185294,0,0.566649902
314,99,3.145923553,1,2,4,0,-0.114185294,0,0.235667482
314,99,-0.799800623,2,2,4,0,-0.114185294,0,0.887977868
314,99,-0.991903533,3,2,4,0,-0.114185294,1,0.115986805
314,99,-1.542198613,4,2,4,0,-0.114185294,1,0.608730034
315,113,-1.92920139,0,2,6,0,0.348755696,1,0.43327214
315,113,2.008279651,1,2,6,0,0.348755696,1,0.039911726
315,113,1.78777746,2,2,6,0,0.348755696,0,0.247464614
315,113,0.034733212,3,2,6,0,0.348755696,0,0.397692532
315,113,3.237632911,4,2,6,0,0.348755696,1,0.299050387
316,156,0.987237967,0,3,9,0.861454599,1.335177736,1,0.62426602
316,156,2.095065071,1,3,9,0.861454599,1.335177736,1,0.773694417
316,156,2.516656141,2,3,9,0.861454599,1.335177736,1,0.356485794
316,156,-0.079568509,3,3,9,0.861454599,1.335177736,0,0.127208589
316,156,1.24776535,4,3,9,0.861454599,1.335177736,0,0.332229569
317,80,1.028838706,0,2,2,0,-0.604585347,1,0.334719396
317,80,-2.72738311,1,2,2,0,-0.604585347,0,0.113900879
317,80,-1.10213851,2,2,2,0,-0.604585347,1,0.713252384
317,80,-3.189175465,3,2,2,0,-0.604585347,0,0.13850217
317,80,0.25463902,4,2,2,0,-0.604585347,0,0.870857963
318,13,-3.05927253,0,0,0,-1.934843132,-1.335177736,0,0.159593878
318,13,-4.090788715,1,0,0,-1.934843132,-1.335177736,1,0.625006511
318,13,-1.644425459,2,0,0,-1.934843132,-1.335177736,1,0.916276678
318,13,-3.807302167,3,0,0,-1.934843132,-1.335177736,0,0.428232137
318,13,-2.367424643,4,0,0,-1.934843132,-1.335177736,1,0.268670714
319,192,1.268423621,0,3,9,0.861454599,1.335177736,0,0.183215019
319,192,1.529528048,1,3,9,0.861454599,1.335177736,0,0.402256612
319,192,-0.121434999,2,3,9,0.861454599,1.335177736,1,0.811870092
319,192,-1.866359701,3,3,9,0.861454599,1.335177736,1,0.251724602
319,192,4.986957065,4,3,9,0.861454599,1.335177736,0,0.952321379
320,197,0.826808449,0,2,9,0,1.335177736,0,0.148910897
320,106,-1.511019473,1,2,5,0,0.114185294,1,0.86171489
320,62,0.839941962,2,2,1,0,-0.908457869,0,0.984847927
320,62,0.187984628,3,2,1,0,-0.908457869,1,0.328661569
320,62,-2.760872545,4,2,1,0,-0.908457869,0,0.936051766
321,25,-0.878032535,0,2,0,0,-1.335177736,1,0.469374622
321,25,-0.116771537,1,2,0,0,-1.335177736,1,0.200792931
321,25,-3.013233799,2,2,0,0,-1.335177736,0,0.340166578
321,25,2.305269504,3,2,0,0,-1.335177736,0,0.309989875
321,25,-0.837621781,4,2,0,0,-1.335177736,0,0.987759903
322,130,3.370543031,0,3,8,0.861454599,0.908457869,1,0.907798266
322,130,1.597168028,1,3,8,0.861454599,0.908457869,1,0.806466487
322,130,0.718071525,2,3,8,0.861454599,0.908457869,1,0.701342887
322,130,-0.068677862,3,3,8,0.861454599,0.908457869,1,0.331183824
322,130,3.130244541,4,3,8,0.861454599,0.908457869,1,0.874213238
323,120,5.253798804,0,4,7,1.934843132,0.604585347,0,0.29285358
323,120,1.381025412,1,4,7,1.934843132,0.604585347,1,0.737342911
323,120,4.749608062,2,4,7,1.934843132,0.604585347,0,0.650058921
323,155,4.866771342,3,4,9,1.934843132,1.335177736,0,0.780968819
323,155,5.37798925,4,4,9,1.934843132,1.335177736,0,0.074296972
324,110,3.755704421,0,4,6,1.934843132,0.348755696,0,0.044915079
324,110,4.396528038,1,4,6,1.934843132,0.348755696,1,0.686230903
324,110,3.875066899,2,4,6,1.934843132,0.348755696,0,0.847163605
324,110,0.855726919,3,4,6,1.934843132,0.348755696,0,0.428366318
324,151,4.780473708,4,4,9,1.934843132,1.335177736,0,0.886343527
325,85,4.721013695,0,1,3,-0.861454599,-0.348755696,0,0.404282053
325,85,-0.274228407,1,1,3,-0.861454599,-0.348755696,1,0.698854154
325,89,-1.446918911,2,1,3,-0.861454599,-0.348755696,0,0.88365836
325,89,-1.083307336,3,1,3,-0.861454599,-0.348755696,1,0.114565354
325,89,-2.842149794,4,1,3,-0.861454599,-0.348755696,1,0.663864411
326,117,0.287975985,0,3,7,0.861454599,0.604585347,1,0.978703806
326,117,-1.401477919,1,3,7,0.861454599,0.604585347,1,0.509774094
326,117,-0.854486086,2,3,7,0.861454599,0.604585347,0,0.515891993
326,117,0.436265555,3,3,7,0.861454599,0.604585347,0,0.506549392
326,108,1.433537335,4,3,6,0.861454599,0.348755696,1,0.107894788
327,136,3.078383054,0,4,8,1.934843132,0.908457869,0,0.614190459
327,136,1.193582582,1,4,8,1.934843132,0.908457869,0,0.852836035
327,136,5.280844009,2,4,8,1.934843132,0.908457869,1,0.482433204
327,136,3.623403316,3,4,8,1.934843132,0.908457869,0,0.832492854
327,136,1.638091674,4,4,8,1.934843132,0.908457869,1,0.407727869
328,172,1.879984892,0,3,9,0.861454599,1.335177736,1,0.895179627
328,172,3.675331907,1,3,9,0.861454599,1.335177736,0,0.485149272
328,172,3.41414677,2,3,9,0.861454599,1.335177736,1,0.180553101
328,172,3.898024833,3,3,9,0.861454599,1.335177736,0,0.566292045
328,172,-0.598502688,4,3,9,0.861454599,1.335177736,1,0.940395991
329,5,-8.462560037,0,0,0,-1.934843132,-1.335177736,0,0.208483178
329,5,-4.074952862,1,0,0,-1.934843132,-1.335177736,1,0.7735419
329,5,-0.396445888,2,0,0,-1.934843132,-1.335177736,1,0.401130927
329,5,-4.162393595,3,0,0,-1.934843132,-1.335177736,1,0.061707351
329,5,-3.965319067,4,0,0,-1.934843132,-1.335177736,1,0.269972152
330,84,1.15880369,0,1,3,-0.861454599,-0.348755696,0,0.341592504
330,84,-1.203376421,1,1,3,-0.861454599,-0.348755696,1,0.926600385
330,84,-1.429653329,2,1,3,-0.861454599,-0.348755696,1,0.826431402
330,56,-0.894191402,3,1,1,-0.861454599,-0.908457869,0,0.865216736
330,56,-3.083322124,4,1,1,-0.861454599,-0.908457869,0,0.828480874
331,176,-0.224831695,0,2,9,0,1.335177736,1,0.291769726
331,176,3.695925111,1,2,9,0,1.335177736,0,0.696716965
331,176,2.172027952,2,2,9,0,1.335177736,1,0.132845749
331,133,1.108089998,3,2,8,0,0.908457869,1,0.69017249
331,133,4.914417691,4,2,8,0,0.908457869,1,0.471707358
332,0,-4.762426082,0,2,0,0,-1.335177736,1,0.943022737
332,0,-3.400823074,1,2,0,0,-1.335177736,1,0.070698168
332,0,0.514153571,2,2,0,0,-1.335177736,1,0.581685055
332,0,-1.540040055,3,2,0,0,-1.335177736,0,0.761043373
332,0,-1.900151977,4,2,0,0,-1.335177736,0,0.794372827
333,91,1.407211189,0,2,4,0,-0.114185294,0,0.901984431
333,91,0.018250176,1,2,4,0,-0.114185294,0,0.215501342
333,80,-0.857384619,2,2,2,0,-0.604585347,1,0.877313878
333,80,1.048649937,3,2,2,0,-0.604585347,0,0.666635344
333,80,1.414619672,4,2,2,0,-0.604585347,1,0.981044979
334,42,-6.824263446,0,0,0,-1.934843132,-1.335177736,0,0.249413701
334,42,-3.460660128,1,0,0,-1.934843132,-1.335177736,0,0.154482331
334,42,-4.302226598,2,0,0,-1.934843132,-1.335177736,0,0.462515894
334,42,-3.513648825,3,0,0,-1.934843132,-1.335177736,0,0.592329745
334,42,-6.41095438,4,0,0,-1.934843132,-1.335177736,0,0.596468913
335,86,2.932064697,0,2,3,0,-0.348755696,0,0.716492359
335,86,-0.80427087,1,2,3,0,-0.348755696,1,0.963854706
335,98,0.163605211,2,2,4,0,-0.114185294,1,0.537566728
335,98,-2.853510436,3,2,4,0,-0.114185294,0,0.872729781
335,98,2.076694939,4,2,4,0,-0.114185294,1,0.359066946
336,111,0.121014851,0,2,6,0,0.348755696,0,0.653250765
336,111,-1.158388651,1,2,6,0,0.348755696,0,0.745876774
336,111,1.849117886,2,2,6,0,0.348755696,0,0.468881309
